Word,RecordCount,TotalOccurrences,FirstLetter
"MCDONALD",1,3,"M"
"MALDONADO",1,3,"M"
"MCLAUGHLIN",1,3,"M"
"MARQUES",1,3,"M"
"MULLANE",1,3,"M"
"MENSCHING",1,3,"M"
"MCCAFFERY",1,3,"M"
"MARIAN",1,3,"M"
"MARJORIE",1,3,"M"
"MCQUEENY",1,3,"M"
"MCDANIEL",1,3,"M"
"MERRITT",1,3,"M"
"MUSSER",1,2,"M"
"MONTY",1,2,"M"
"MACMULLAN",1,2,"M"
"MUSKY",1,2,"M"
"MILES",1,2,"M"
"MEAGHAN",1,2,"M"
"MONIKA",1,2,"M"
"MACOMB",1,2,"M"
"MUSIC",1,2,"M"
"MAT",1,2,"M"
"MARGERY",1,2,"M"
"MIMI",1,2,"M"
"MANSION",1,2,"M"
"MASIELLO",1,2,"M"
"MAXMAN",1,2,"M"
"MCALEER",1,2,"M"
"MCCABE",1,2,"M"
"MCDANIELXXX",1,2,"M"
"MCDEVITT",1,2,"M"
"MCGARTY",1,2,"M"
"MCKEIUGH",1,2,"M"
"MARKETING",1,2,"M"
"MEDICAL",1,2,"M"
"MEDWICK",1,2,"M"
"MEEKER",1,2,"M"
"MEHIEL",1,2,"M"
"MELLIZZO",1,2,"M"
"MONTGOMERY",1,2,"M"
"MOYNIER",1,2,"M"
"MURRAY",1,2,"M"
"MUSANTE",1,2,"M"
"MILTON",1,2,"M"
"MAXON",1,2,"M"
"MARON",1,2,"M"
"MILSTEIN",1,2,"M"
"MERCK",1,2,"M"
"MILLICENT",1,2,"M"
"MATHEKE",1,2,"M"
"MOORE",1,2,"M"
"MCGRAN",1,2,"M"
"MCALOON",1,2,"M"
"MAXWELL",1,2,"M"
"MAILLOUX",1,2,"M"
"MIGLIACCIO",1,2,"M"
"MEYER",1,1,"M"
"MADYN",1,1,"M"
"MARGUERITE",1,1,"M"
"MEGHAN",1,1,"M"
"MODYC",1,1,"M"
"NANCY",15,28,"N"
"NELSON",10,25,"N"
"NEIL",10,22,"N"
"NICHOLAS",3,6,"N"
"NORMAN",3,6,"N"
"NOONAN",2,6,"N"
"NAJMY",2,6,"N"
"NEWHOUSE",2,5,"N"
"NEVINS",2,4,"N"
"NAOMI",2,4,"N"
"NICOLAS",2,4,"N"
"NICKI",2,4,"N"
"NICK",2,4,"N"
"NORM",2,4,"N"
"NIGEL",2,4,"N"
"NAPOLEONE",2,4,"N"
"NEWCOMB",2,4,"N"
"NEWELL",1,3,"N"
"NOLAN",1,3,"N"
"NEAL",1,2,"N"
"NICOLE",1,2,"N"
"NOT",1,2,"N"
"NOAH",1,2,"N"
"NONAME",1,2,"N"
"NIXON",1,2,"N"
"NORTHUP",1,2,"N"
"NOVATT",1,2,"N"
"NED",1,2,"N"
"NERENBERG",1,2,"N"
"OLSON",3,8,"O"
"OFF",2,4,"O"
"ORAN",2,4,"O"
"OPPENHEIMER",2,4,"O"
"ONA",2,4,"O"
"OTIS",2,4,"O"
"OWEN",2,4,"O"
"ORSI",1,2,"O"
"OKIN",1,2,"O"
"OSAR",1,2,"O"
"OSHEA",1,2,"O"
"OLIN",1,2,"O"
"PETER",36,70,"P"
"PAUL",19,35,"P"
"PATRICIA",18,36,"P"
"PAMELA",8,16,"P"
"PETERSON",6,17,"P"
"POMEROY",6,14,"P"
"PATRICK",6,12,"P"
"PHILLIPS",6,11,"P"
"PAT",5,8,"P"
"PIO",4,12,"P"
"PHILIP",4,9,"P"
"PRISCILLA",4,9,"P"
"POWERS",3,8,"P"
"POLLY",3,6,"P"
"PAM",3,6,"P"
"PASTERNAK",3,5,"P"
"PIERCE",2,6,"P"
"PURSEL",2,6,"P"
"PREISER",2,6,"P"
"PETRELLA",2,6,"P"
"PAPPAS",2,6,"P"
"PICCOLINO",2,6,"P"
"PARSONS",2,6,"P"
"PARISH",2,6,"P"
"PAUGH",2,6,"P"
"PAQUIN",2,4,"P"
"PARK",2,4,"P"
"PAULINE",2,4,"P"
"PEGGY",2,4,"P"
"PATTY",2,4,"P"
"PIERA",2,4,"P"
"PHOEBE",2,4,"P"
"PYNE",2,4,"P"
"PLUMB",2,4,"P"
"PINTO",2,4,"P"
"PIERRE",2,3,"P"
"PERFIDO",1,3,"P"
"PODKOWSKY",1,3,"P"
"PAULA",1,3,"P"
"POND",1,2,"P"
"PHOTOGRAPHED",1,2,"P"
"PARTNERS",1,2,"P"
"PLACE",1,2,"P"
"PATRICIAN",1,2,"P"
"PETERS",1,2,"P"
"PETRICK",1,2,"P"
"PETRIK",1,2,"P"
"PFLUG",1,2,"P"
"PICCOLINOXXXX",1,2,"P"
"PROUT",1,2,"P"
"PHIL",1,2,"P"
"PEARL",1,2,"P"
"PENN",1,2,"P"
"PALMER",1,2,"P"
"PROTANO",1,2,"P"
"PHELPS",1,2,"P"
"PINZI",1,2,"P"
"PRESTON",1,1,"P"
"PROPERTY",1,1,"P"
"QUINN",1,2,"Q"
"QUINSEE",1,2,"Q"
"ROBERT",49,100,"R"
"RICHARD",20,41,"R"
"RUTH",10,20,"R"
"ROBERTA",8,16,"R"
"RONALD",6,11,"R"
"RISOM",5,12,"R"
"REBECCA",5,10,"R"
"ROSS",5,10,"R"
"RUSSO",4,10,"R"
"RICH",4,10,"R"
"ROBISON",4,9,"R"
"RACHEL",4,8,"R"
"RON",4,8,"R"
"ROSEMARIE",4,8,"R"
"RYAN",3,8,"R"
"ROBERTS",3,6,"R"
"ROGER",3,6,"R"
"ROBIN",3,6,"R"
"RIPER",2,6,"R"
"ROSENFELD",2,6,"R"
"RECORD",2,6,"R"
"RULE",2,6,"R"
"REDLICH",2,6,"R"
"ROBSON",2,6,"R"
"ROBINSON",2,6,"R"
"ROSMAN",2,6,"R"
"RICHTER",2,6,"R"
"ROESSLER",2,6,"R"
"REZNICK",2,6,"R"
"RITA",2,5,"R"
"RHEBA",2,4,"R"
"RICK",2,4,"R"
"RAYMOND",2,4,"R"
"RUSSELL",2,4,"R"
"ROSEMARY",2,4,"R"
"RAY",2,4,"R"
"RENATE",2,4,"R"
"REILLY",2,4,"R"
"ROCHEL",2,4,"R"
"ROACH",2,4,"R"
"RUDDLE",2,4,"R"
"RETHORE",2,4,"R"
"RANDY",2,3,"R"
"RYPKEMA",1,3,"R"
"RADIGAN",1,2,"R"
"RYDER",1,2,"R"
"RAVI",1,2,"R"
"RUSS",1,2,"R"
"RANKIN",1,2,"R"
"RAPHAEL",1,2,"R"
"REDER",1,2,"R"
"REIMER",1,2,"R"
"RHAME",1,2,"R"
"RIORDAN",1,2,"R"
"RITTER",1,2,"R"
"ROHN",1,2,"R"
"ROSSI",1,2,"R"
"ROWAN",1,2,"R"
"RUDOLPH",1,2,"R"
"REW",1,2,"R"
"ROB",1,2,"R"
"REV",1,2,"R"
"REDDINGTON",1,2,"R"
"ROOSA",1,2,"R"
"RUSSINOFF",1,2,"R"
"RENWICK",1,2,"R"
"READY",1,2,"R"
"ROUNTREE",1,2,"R"
"REALTY",1,1,"R"
"REAL",1,1,"R"
"ROAD",1,1,"R"
"RD",1,1,"R"
"SUSAN",38,78,"S"
"SMITH",10,28,"S"
"STEPHEN",10,23,"S"
"SANDRA",10,20,"S"
"SHARON",9,18,"S"
"SAM",8,16,"S"
"SCOTT",7,16,"S"
"SARAH",7,14,"S"
"SALLY",7,13,"S"
"SUE",7,13,"S"
"SHERMAN",6,14,"S"
"STEPHANIE",6,12,"S"
"SEAN",5,11,"S"
"STEVEN",5,10,"S"
"SIMON",5,10,"S"
"SITBON",4,9,"S"
"SAMUEL",4,8,"S"
"STOVER",3,9,"S"
"SHEA",3,8,"S"
"SCHROEDER",3,8,"S"
"SAWYER",3,6,"S"
"SHIRLEY",3,6,"S"
"SHELLEY",3,6,"S"
"SUZANNE",3,6,"S"
"SHERRY",3,6,"S"
"STEVE",3,5,"S"
"SARA",3,5,"S"
"SPINNLER",3,5,"S"
"SHEDD",2,8,"S"
"SAVAGE",2,6,"S"
"SHUST",2,6,"S"
"SHEPHERD",2,6,"S"
"SYPHER",2,6,"S"
"SILVERMAN",2,6,"S"
"SAXON",2,6,"S"
"SINCLAIRE",2,6,"S"
"SARGENT",2,6,"S"
"SCHULMAN",2,6,"S"
"SUEHNHOLZ",2,6,"S"
"SPAK",2,6,"S"
"SWEET",2,6,"S"
"SACHS",2,6,"S"
"SAYLOR",2,6,"S"
"SCRANTON",2,6,"S"
"SERIO",2,6,"S"
"SHOREY",2,5,"S"
"SLADE",2,4,"S"
"SIMONETTI",2,4,"S"
"SCHALL",2,4,"S"
"SVEN",2,4,"S"
"SHIRLEE",2,4,"S"
"SONNY",2,4,"S"
"STANLEY",2,4,"S"
"STEFAN",2,4,"S"
"SANG",2,4,"S"
"SOPHIE",2,4,"S"
"SANDY",2,4,"S"
"SINGER",2,4,"S"
"STEINHOFF",2,4,"S"
"SHANNON",2,4,"S"
"STUART",2,4,"S"
"SHIPLEY",2,4,"S"
"STUBBS",2,4,"S"
"SR",2,3,"S"
"SILVA",2,2,"S"
"SUSPENSE",1,4,"S"
"SERVIO",1,4,"S"
"SULLIVAN",1,3,"S"
"SOORIKIAN",1,3,"S"
"SIMKINS",1,3,"S"
"SHENKLER",1,3,"S"
"STEWART",1,3,"S"
"SILVIA",1,2,"S"
"SCHNEIDER",1,2,"S"
"SEIDER",1,2,"S"
"SEA",1,2,"S"
"SYLVIA",1,2,"S"
"SHIRLYNE",1,2,"S"
"SHOW",1,2,"S"
"SHERRI",1,2,"S"
"STEPHAN",1,2,"S"
"SANCHEZ",1,2,"S"
"SANTAMARIA",1,2,"S"
"SCHALLER",1,2,"S"
"SCHMITT",1,2,"S"
"SCHUTTE",1,2,"S"
"SEARS",1,2,"S"
"SISTO",1,2,"S"
"SNIFFEN",1,2,"S"
"SPINNIER",1,2,"S"
"STARR",1,2,"S"
"STEINBERG",1,2,"S"
"SWAN",1,2,"S"
"SOCHA",1,2,"S"
"SALINAS",1,2,"S"
"SEEBECK",1,2,"S"
"SHERIDAN",1,2,"S"
"SMOTRICH",1,2,"S"
"SIGMAN",1,2,"S"
"SPALLONE",1,2,"S"
"SIMONELLI",1,2,"S"
"STRATTON",1,2,"S"
"SOCAS",1,2,"S"
"SUZIE",1,2,"S"
"SHELLY",1,1,"S"
"SHEILA",1,1,"S"
"SANDS",1,1,"S"
"THOMAS",24,49,"T"
"TRICIA",6,10,"T"
"TAYLOR",5,13,"T"
"TONY",5,10,"T"
"TOM",5,8,"T"
"TRUST",5,7,"T"
"TIMOTHY",4,8,"T"
"TINA",3,6,"T"
"TERESA",3,5,"T"
"TABER",2,6,"T"
"THRELKELD",2,6,"T"
"TOOLE",2,6,"T"
"TORREY",2,6,"T"
"TEED",2,6,"T"
"TOPF",2,6,"T"
"TURNER",2,4,"T"
"THORNTON",2,4,"T"
"TOBIAS",2,4,"T"
"TIM",2,4,"T"
"TODD",2,4,"T"
"TRUETTNER",2,4,"T"
"TEJA",2,4,"T"
"TOUBE",2,4,"T"
"THERESA",2,4,"T"
"TERI",2,4,"T"
"THOMPSON",2,4,"T"
"TUSCHICK",1,3,"T"
"TRANSUE",1,3,"T"
"THE",1,2,"T"
"TAUBMAN",1,2,"T"
"TANGNEY",1,2,"T"
"TRTEE",1,2,"T"
"TOWNSEND",1,2,"T"
"TONI",1,2,"T"
"TAUCK",1,2,"T"
"THEUNER",1,2,"T"
"TIERNEY",1,2,"T"
"TRAHANAS",1,2,"T"
"TSOKRIS",1,2,"T"
"TURNIP",1,2,"T"
"TARA",1,2,"T"
"TERENCE",1,2,"T"
"TERRI",1,2,"T"
"TOBEE",1,2,"T"
"THEVE",1,2,"T"
"TWEEDY",1,2,"T"
"TARYN",1,2,"T"
"THADDEUS",1,2,"T"
"TICKNER",1,2,"T"
"TERRY",1,2,"T"
"THORNBERRY",1,2,"T"
"TOOMEY",1,2,"T"
"TOMEI",1,2,"T"
"TAVILLA",1,2,"T"
"TUNNEY",1,2,"T"
"TEITELBAUM",1,1,"T"
"TED",1,1,"T"
"TRIPLER",1,1,"T"
"UNKNOWN",3,6,"U"
"UNKNOWND",1,2,"U"
"UNKNOWNC",1,2,"U"
"UNKNOWNB",1,2,"U"
"URSULA",1,2,"U"
"URICH",1,2,"U"
"VICTORIA",4,8,"V"
"VAN",3,8,"V"
"VALENTINE",3,8,"V"
"VANKO",2,6,"V"
"VINCENT",2,5,"V"
"VALLANDINGHAM",2,4,"V"
"VAILLANCOURT",2,4,"V"
"VERONICA",2,4,"V"
"VISCEGLIA",2,4,"V"
"VITA",2,4,"V"
"VARGOSHE",2,4,"V"
"VISCEGKA",2,2,"V"
"VESCTGLIA",1,4,"V"
"VON",1,3,"V"
"VIVIAN",1,2,"V"
"VASHTI",1,2,"V"
"VASCOTTO",1,2,"V"
"VISEGLIA",1,2,"V"
"VOLANTE",1,2,"V"
"VOSCOTTO",1,2,"V"
"VALLE",1,2,"V"
"VEST",1,2,"V"
"VIGEANT",1,2,"V"
"VIRGINIA",1,1,"V"
"WILLIAM",29,57,"W"
"WILSON",7,18,"W"
"WENDY",7,15,"W"
"WALTER",6,12,"W"
"WARFEL",4,8,"W"
"WALSH",4,8,"W"
"WILLIAMS",4,7,"W"
"WEINSTEIN",3,9,"W"
"WADSWORTH",3,8,"W"
"WOOD",3,6,"W"
"WUJEK",2,6,"W"
"WRONOWSKI",2,6,"W"
"WOHLBERG",2,6,"W"
"WILEY",2,6,"W"
"WEISBROAT",2,6,"W"
"WAXMAN",2,6,"W"
"WALKEN",2,6,"W"
"WEINBERG",2,6,"W"
"WOHL",2,6,"W"
"WILBUR",2,5,"W"
"WIEDENMEYER",2,4,"W"
"WHITTEN",2,4,"W"
"WENDELL",2,4,"W"
"WINTERS",2,4,"W"
"WILL",2,4,"W"
"WALLEN",2,4,"W"
"WRIGHT",2,4,"W"
"WEIR",2,4,"W"
"WHITLOCK",2,4,"W"
"WOLFE",2,3,"W"
"WEST",2,2,"W"
"WEINBERY",1,4,"W"
"WIEDENMAYER",1,2,"W"
"WERNER",1,2,"W"
"WHITENEY",1,2,"W"
"WHIT",1,2,"W"
"WAGENSEIL",1,2,"W"
"WALL",1,2,"W"
"WAMPLER",1,2,"W"
"WARD",1,2,"W"
"WILEIKIS",1,2,"W"
"WOLF",1,2,"W"
"WORRALL",1,2,"W"
"WILEIKAS",1,2,"W"
"WESSNER",1,2,"W"
"WEISSMAN",1,2,"W"
"WESOLY",1,1,"W"
"WHITE",1,1,"W"
"YODER",2,4,"Y"
"YEH",1,2,"Y"
"ZELITCH",2,6,"Z"
"ZENITH",1,2,"Z"
"ZEITZ",1,2,"Z"
"ZIMMERMAN",1,2,"Z"
"ZIEGLER",1,2,"Z"
"ZIOMEK",1,2,"Z"
"ZIELINSKI",1,1,"Z"
