Word,RecordCount,TotalOccurrences,FirstLetter
"LEDDY",1,1,"L"
"LIBERTY",1,1,"L"
"LANGSDORF",1,1,"L"
"LEA",1,1,"L"
"LUCA",1,1,"L"
"LARRY",1,1,"L"
"LACERTE",1,1,"L"
"LORETTA",1,1,"L"
"LARA",1,1,"L"
"LOPES",1,1,"L"
"LAGNIAPPE",1,1,"L"
"LIVINGSTON",1,1,"L"
"LIVINGST",1,1,"L"
"LINDSEY",1,1,"L"
"LANGDON",1,1,"L"
"LE",1,1,"L"
"LEONARD",1,1,"L"
"LOEWENTHAL",1,1,"L"
"LUEM",1,1,"L"
"LYONS",1,1,"L"
"LIACOURAS",1,1,"L"
"LAVALLE",1,1,"L"
"MICHAEL",25,25,"M"
"MARY",18,18,"M"
"MARK",17,17,"M"
"MITCHELL",11,12,"M"
"MARTHA",9,9,"M"
"MATTHEW",8,8,"M"
"MARTIN",8,8,"M"
"MCGINNES",7,7,"M"
"MARGARET",6,6,"M"
"MICHELE",6,6,"M"
"MURPHY",6,6,"M"
"MARIE",5,5,"M"
"MARTHENS",5,5,"M"
"MARILYN",4,4,"M"
"MAUREEN",4,4,"M"
"MCALOON",4,4,"M"
"MEADOW",4,4,"M"
"MERCK",4,4,"M"
"MARYANN",3,3,"M"
"MCCAFFREY",3,3,"M"
"MCGARRY",3,3,"M"
"MARLEE",3,3,"M"
"MICHEL",3,3,"M"
"MERKLER",3,3,"M"
"MOTT",2,2,"M"
"MOSS",2,2,"M"
"MARJORIE",2,2,"M"
"MARION",2,2,"M"
"MANOR",2,2,"M"
"MALLICK",2,2,"M"
"MICHELLE",2,2,"M"
"MEYER",2,2,"M"
"MONIESON",2,2,"M"
"MCCOLLAM",2,2,"M"
"MILLARD",2,2,"M"
"MEGHAN",2,2,"M"
"MOON",2,2,"M"
"MICHEAL",2,2,"M"
"MCGARTY",2,2,"M"
"MASIELLO",2,2,"M"
"MULLEN",2,2,"M"
"MCMULLEN",2,2,"M"
"MARIA",2,2,"M"
"MANSION",2,2,"M"
"MATUS",2,2,"M"
"MOHEGAN",2,2,"M"
"MARINE",2,2,"M"
"MCKENNA",2,2,"M"
"MCCLUSKEY",2,2,"M"
"MACGILL",2,2,"M"
"MILNER",2,2,"M"
"MILLEA",1,1,"M"
"MURIEL",1,1,"M"
"MARGARITA",1,1,"M"
"MILLER",1,1,"M"
"MARCEL",1,1,"M"
"MAXMAN",1,1,"M"
"MANAGEMENT",1,1,"M"
"MARSELLA",1,1,"M"
"MORALES",1,1,"M"
"MACKEY",1,1,"M"
"MG2",1,1,"M"
"MCDONALD",1,1,"M"
"MEREDITH",1,1,"M"
"MCGINNESS",1,1,"M"
"MCMELLON",1,1,"M"
"MCFEE",1,1,"M"
"MALCOLM",1,1,"M"
"MEDOW",1,1,"M"
"MCDANIEL",1,1,"M"
"MACDOUGAL",1,1,"M"
"MAGEE",1,1,"M"
"MEGAN",1,1,"M"
"MITCHEL",1,1,"M"
"MEHNE",1,1,"M"
"MANUEL",1,1,"M"
"MARET",1,1,"M"
"MAEGAN",1,1,"M"
"MACDOUGALL",1,1,"M"
"MT",1,1,"M"
"MORRISSY",1,1,"M"
"MCGOVERN",1,1,"M"
"MARQUES",1,1,"M"
"MCQUEENY",1,1,"M"
"MONJE",1,1,"M"
"MINADEO",1,1,"M"
"MAZZUR",1,1,"M"
"MARCELINE",1,1,"M"
"MARON",1,1,"M"
"MOTTA",1,1,"M"
"MK",1,1,"M"
"MOORE",1,1,"M"
"MORRISON",1,1,"M"
"MCELKENNY",1,1,"M"
"MCNERNEY",1,1,"M"
"MOSKOWITZ",1,1,"M"
"MONICA",1,1,"M"
"MARITIME",1,1,"M"
"MEEHAN",1,1,"M"
"MELANIE",1,1,"M"
"MAJORIE",1,1,"M"
"MAURA",1,1,"M"
"MENDILLO",1,1,"M"
"MATHEWS",1,1,"M"
"MACMULLEN",1,1,"M"
"MCMAHON",1,1,"M"
"MCTEAGUE",1,1,"M"
"MIDDELEER",1,1,"M"
"MCCOMB",1,1,"M"
"MILLICENT",1,1,"M"
"MARLENE",1,1,"M"
"MOULIN",1,1,"M"
"MAHER",1,1,"M"
"MILL",1,1,"M"
"MCPHEE",1,1,"M"
"MILLS",1,1,"M"
"MARGAR",1,1,"M"
"MILSTEIN",1,1,"M"
"MCM",1,1,"M"
"MCGUIRK",1,1,"M"
"MAST",1,1,"M"
"MERRILL",1,1,"M"
"MORRIS",1,1,"M"
"MCCARTIN",1,1,"M"
"MAIOCCO",1,1,"M"
"MORTON",1,1,"M"
"MERRITT",1,1,"M"
"MAYBURY",1,1,"M"
"MCCABE",1,1,"M"
"MCLEAN",1,1,"M"
"MENDELSON",1,1,"M"
"MERRIMAN",1,1,"M"
"MAHN",1,1,"M"
"MERCEDES",1,1,"M"
"MAGUIRE",1,1,"M"
"METHIA",1,1,"M"
"MURRAY",1,1,"M"
"MULLANE",1,1,"M"
"MOSLEY",1,1,"M"
"MCLAUGHLIN",1,1,"M"
"NATURE",88,88,"N"
"NEW",40,40,"N"
"NANCY",14,14,"N"
"NECK",12,12,"N"
"NUMBER",9,9,"N"
"NELSON",6,6,"N"
"NICHOLAS",5,5,"N"
"NEIL",3,3,"N"
"NOMINEE",3,3,"N"
"NAOMI",3,3,"N"
"NORMAN",3,3,"N"
"NORRIS",3,3,"N"
"NO",2,2,"N"
"NAJMY",2,2,"N"
"NICK",2,2,"N"
"NINA",2,2,"N"
"NICOLE",1,1,"N"
"NORTH",1,1,"N"
"NOEL",1,1,"N"
"NICASTRO",1,1,"N"
"NAPOLEONE",1,1,"N"
"NEPTUNE",1,1,"N"
"NINO",1,1,"N"
"NYZIO",1,1,"N"
"NIXON",1,1,"N"
"NARRAGANSETT",1,1,"N"
"NELL",1,1,"N"
"NOONAN",1,1,"N"
"NUSOM",1,1,"N"
"NEAL",1,1,"N"
"NATHANIEL",1,1,"N"
"NOLAN",1,1,"N"
"NEVILLE",1,1,"N"
"OF",54,54,"O"
"ONE",9,9,"O"
"OPCO",7,7,"O"
"OCEAN",4,4,"O"
"OBRIEN",2,2,"O"
"OFF",2,2,"O"
"OLD",2,2,"O"
"OPPENHEIMER",1,1,"O"
"OMMERLE",1,1,"O"
"OLSON",1,1,"O"
"OWEN",1,1,"O"
"ORTEL",1,1,"O"
"OTT",1,1,"O"
"ORGEN",1,1,"O"
"OWNERS",1,1,"O"
"OTOOLE",1,1,"O"
"OHANA",1,1,"O"
"OLSTEIN",1,1,"O"
"OLEARY",1,1,"O"
"OFFSHORE",1,1,"O"
"OCONNELL",1,1,"O"
"OVERVIEW",1,1,"O"
"ORTELLI",1,1,"O"
"OSULLIVAN",1,1,"O"
"OAR",1,1,"O"
"OWNERSHIP",1,1,"O"
"PETER",17,17,"P"
"POND",14,14,"P"
"PAUL",13,13,"P"
"PATRICIA",12,12,"P"
"PAYNE",12,12,"P"
"PROPERTIES",10,10,"P"
"PAMELA",7,7,"P"
"PARTNERSHIP",6,6,"P"
"PARTNERS",6,6,"P"
"PHILIP",5,5,"P"
"PIKE",5,5,"P"
"PHELAN",5,5,"P"
"PROPERTY",4,4,"P"
"PAULA",4,4,"P"
"PETRIK",3,3,"P"
"PARISH",2,2,"P"
"PAPPAS",2,2,"P"
"PENELOPE",2,2,"P"
"PHYLLIS",2,2,"P"
"POWERS",2,2,"P"
"PATRICK",2,2,"P"
"PINK",2,2,"P"
"POINT",2,2,"P"
"PAYNES",2,2,"P"
"PARSONS",2,2,"P"
"PYNE",2,2,"P"
"PETTI",2,2,"P"
"PATRICA",2,2,"P"
"PHILLIP",2,2,"P"
"PINKHAM",1,1,"P"
"PEARL",1,1,"P"
"PRETTY",1,1,"P"
"PENNY",1,1,"P"
"PEG",1,1,"P"
"PROUT",1,1,"P"
"PANERO",1,1,"P"
"PLS",1,1,"P"
"PHEASANT",1,1,"P"
"PRICILLA",1,1,"P"
"PRENDERGAST",1,1,"P"
"PFLUG",1,1,"P"
"PRESS",1,1,"P"
"PEOPLE",1,1,"P"
"PODKOWSKI",1,1,"P"
"PEGGY",1,1,"P"
"PLATT",1,1,"P"
"PISANI",1,1,"P"
"PONDVIEW",1,1,"P"
"PERRONCELLO",1,1,"P"
"PETRELLA",1,1,"P"
"PADIEN",1,1,"P"
"PEARCE",1,1,"P"
"POATSY",1,1,"P"
"PRICE",1,1,"P"
"PENNINGTON",1,1,"P"
"PEDERSEN",1,1,"P"
"PARISE",1,1,"P"
"PRUDENCE",1,1,"P"
"PIERA",1,1,"P"
"PAULINE",1,1,"P"
"PERS",1,1,"P"
"PATRYCIA",1,1,"P"
"PINTO",1,1,"P"
"PLP",1,1,"P"
"POWDER",1,1,"P"
"PURSEL",1,1,"P"
"PUSLYS",1,1,"P"
"PUCKETT",1,1,"P"
"PORTER",1,1,"P"
"PARTICIA",1,1,"P"
"PLANTATION",1,1,"P"
"PEACE",1,1,"P"
"QPRT",5,5,"Q"
"QPR",4,4,"Q"
"QUEALLY",2,2,"Q"
"QUINN",1,1,"Q"
"QUINSEE",1,1,"Q"
"QUENTIN",1,1,"Q"
"QUICK",1,1,"Q"
"QRPT",1,1,"Q"
"QUAL",1,1,"Q"
"QPT",1,1,"Q"
"QUACKENBUSH",1,1,"Q"
"ROBERT",39,39,"R"
"REVO",31,31,"R"
"REV",25,25,"R"
"ROAD",19,19,"R"
"RICHARD",16,16,"R"
"ROHN",9,9,"R"
"REVOCABLE",9,9,"R"
"REALTY",8,8,"R"
"RI",8,8,"R"
"ROSE",7,7,"R"
"RD",6,6,"R"
"RHODE",5,5,"R"
"REYNOLDS",4,4,"R"
"REAL",4,4,"R"
"RUTH",3,3,"R"
"RIORDAN",3,3,"R"
"RISOM",3,3,"R"
"RAYMOND",3,3,"R"
"ROBIN",3,3,"R"
"RES",3,3,"R"
"R0BERT",3,3,"R"
"RITZINGER",2,3,"R"
"RIZZI",2,2,"R"
"RESORT",2,2,"R"
"RENWICK",2,2,"R"
"RENEE",2,2,"R"
"REVOC",2,2,"R"
"ROOSA",2,2,"R"
"RADIGAN",2,2,"R"
"ROOTS",2,2,"R"
"RONALD",2,2,"R"
"REVENS",2,2,"R"
"REEVES",2,2,"R"
"RENATE",2,2,"R"
"RYPKEMA",2,2,"R"
"RYAN",2,2,"R"
"RENTALS",2,2,"R"
"ROSEANNA",2,2,"R"
"RAJ",2,2,"R"
"RUSSINOFF",1,2,"R"
"RUDDLE",1,2,"R"
"ROSEMARY",1,1,"R"
"ROBERTA",1,1,"R"
"RONDINONE",1,1,"R"
"RN",1,1,"R"
"RE",1,1,"R"
"RITTER",1,1,"R"
"RL",1,1,"R"
"RESTORATION",1,1,"R"
"ROSENFELD",1,1,"R"
"RIDGE",1,1,"R"
"ROCKY",1,1,"R"
"ROSALIE",1,1,"R"
"RENDEZVOUS",1,1,"R"
"RICCIO",1,1,"R"
"REIMER",1,1,"R"
"RIVERA",1,1,"R"
"ROGER",1,1,"R"
"RICH",1,1,"R"
"ROBINA",1,1,"R"
"RANDOM",1,1,"R"
"RICHTER",1,1,"R"
"RED",1,1,"R"
"RESORTS",1,1,"R"
"REDLICH",1,1,"R"
"ROSEMARIE",1,1,"R"
"REDLIICH",1,1,"R"
"RUSSELL",1,1,"R"
"RENZ",1,1,"R"
"RUSIN",1,1,"R"
"REDER",1,1,"R"
"RANDALL",1,1,"R"
"ROSALYN",1,1,"R"
"RIGBY",1,1,"R"
"ROUSSEAU",1,1,"R"
"RVTR",1,1,"R"
"ROBISON",1,1,"R"
"RANSOM",1,1,"R"
"ROSS",1,1,"R"
"ROBSON",1,1,"R"
"ROESSIER",1,1,"R"
"RASHMI",1,1,"R"
"RATHBUN",1,1,"R"
"ROSENZWEIG",1,1,"R"
"RULE",1,1,"R"
"RAPHAEL",1,1,"R"
"ROSEBUD",1,1,"R"
"ROY",1,1,"R"
"RICARD",1,1,"R"
"RONNIE",1,1,"R"
"ROBERTS",1,1,"R"
"REBECCA",1,1,"R"
"REDD",1,1,"R"
"RACHEL",1,1,"R"
"ROCK",1,1,"R"
"RETREAT",1,1,"R"
"SHOREHAM",37,37,"S"
"SUSAN",16,16,"S"
"SCOTT",12,12,"S"
"SOCIETY",9,9,"S"
"STATE",8,8,"S"
"ST",8,8,"S"
"STEVEN",8,8,"S"
"SANDRA",7,7,"S"
"SWIENTON",5,5,"S"
"STEPHEN",5,5,"S"
"SMITH",5,5,"S"
"SHANNON",5,5,"S"
"STEPHANIE",5,5,"S"
"SANDS",5,5,"S"
"SHEFFIELD",4,4,"S"
"SARAH",4,4,"S"
"SHEEPS",4,4,"S"
"SEA",4,4,"S"
"SHARON",4,4,"S"
"STOVER",3,3,"S"
"SPRAGUE",3,3,"S"
"SEAN",3,3,"S"
"SOCAS",3,3,"S"
"SOHL",2,3,"S"
"SPARROW",2,2,"S"
"SALLY",2,2,"S"
"SHEILA",2,2,"S"
"SORBY",2,2,"S"
"SIMONE",2,2,"S"
"SHEPHERD",2,2,"S"
"SHAW",2,2,"S"
"SPADE",2,2,"S"
"SHIRLEY",2,2,"S"
"STEEL",2,2,"S"
"SANDY",2,2,"S"
"SARA",2,2,"S"
"SHEA",2,2,"S"
"STREET",2,2,"S"
"SUZANNE",2,2,"S"
"SKY",2,2,"S"
"SZABO",2,2,"S"
"SHERRY",2,2,"S"
"STANTON",2,2,"S"
"SLOMAN",2,2,"S"
"SHEDD",1,2,"S"
"STEELE",1,2,"S"
"SABBIA",1,1,"S"
"SUSANNE",1,1,"S"
"SIGMAN",1,1,"S"
"SPIER",1,1,"S"
"SHERRI",1,1,"S"
"SCHNEIDER",1,1,"S"
"SOCHA",1,1,"S"
"SUNSHINE",1,1,"S"
"SWEET",1,1,"S"
"SWAIN",1,1,"S"
"SCHOONER",1,1,"S"
"SIMONELLI",1,1,"S"
"SCURTU",1,1,"S"
"SHEL",1,1,"S"
"SWANSON",1,1,"S"
"STUBBS",1,1,"S"
"STEINBERG",1,1,"S"
"SHUST",1,1,"S"
"STOCKMAN",1,1,"S"
"SHIPLEY",1,1,"S"
"SEIGER",1,1,"S"
"SULLIVA",1,1,"S"
"STUART",1,1,"S"
"STINEBAUGH",1,1,"S"
"SAYLOR",1,1,"S"
"SEDIVY",1,1,"S"
"SIENKO",1,1,"S"
"SCHLESNGER",1,1,"S"
"SHEPARD",1,1,"S"
"SIMON",1,1,"S"
"STEPHENS",1,1,"S"
"SHAN",1,1,"S"
"SUNFISH",1,1,"S"
"SCHALL",1,1,"S"
"SHOREY",1,1,"S"
"SEGAL",1,1,"S"
"SUSANAH",1,1,"S"
"SIVERBUSH",1,1,"S"
"SQUID",1,1,"S"
"SALINAS",1,1,"S"
"SWAMP",1,1,"S"
"SHELLY",1,1,"S"
"SINGER",1,1,"S"
"SALES",1,1,"S"
"SQUARE",1,1,"S"
"SHIRLYNE",1,1,"S"
"SPILLANE",1,1,"S"
"SCHOOL",1,1,"S"
"STANLEY",1,1,"S"
"SCHULMAN",1,1,"S"
"SPURGAS",1,1,"S"
"SERF",1,1,"S"
"SIROTA",1,1,"S"
"SULLIVAN",1,1,"S"
"SPAK",1,1,"S"
"SELIGSON",1,1,"S"
"SLITHY",1,1,"S"
"SOUTHEAST",1,1,"S"
"SURPRENANT",1,1,"S"
"STAR",1,1,"S"
"STORE",1,1,"S"
"STARR",1,1,"S"
"SUEHNHOLZ",1,1,"S"
"SAMANTHA",1,1,"S"
"STACK",1,1,"S"
"SHERIDAN",1,1,"S"
"SIGFRIDSON",1,1,"S"
"SIOBHAN",1,1,"S"
"SERENO",1,1,"S"
"SCOUTS",1,1,"S"
"SHOHET",1,1,"S"
"SADIE",1,1,"S"
"SELMAN",1,1,"S"
"SLEESEN",1,1,"S"
"SHAUN",1,1,"S"
"SR",1,1,"S"
"SCINTO",1,1,"S"
"SHIRLY",1,1,"S"
"SONS",1,1,"S"
"SHERMAN",1,1,"S"
"SAMUAL",1,1,"S"
"SPALLONE",1,1,"S"
"SHEPRO",1,1,"S"
"SCHWARTZMAN",1,1,"S"
"STRATTON",1,1,"S"
"SCHADLOW",1,1,"S"
"SHANE",1,1,"S"
"SHILAND",1,1,"S"
"SUE",1,1,"S"
"SILBERT",1,1,"S"
"SEIDER",1,1,"S"
"SAMUEL",1,1,"S"
"SLADE",1,1,"S"
"SNAKE",1,1,"S"
"TRUST",263,263,"T"
"THE",110,110,"T"
"TRUSTEE",39,39,"T"
"TOWN",37,37,"T"
"THOMAS",16,16,"T"
"TRUSTEES",15,15,"T"
"TRUSTS",11,11,"T"
"TURNIP",8,8,"T"
"TIMOTHY",6,6,"T"
"TODD",5,5,"T"
"TRANSUE",2,2,"T"
"TAYLOR",2,2,"T"
"TWEEDY",2,2,"T"
"TRAHANAS",2,2,"T"
"TR",2,2,"T"
"TREASURED",2,2,"T"
"TURNER",2,2,"T"
"TWO",2,2,"T"
"TICKETS",2,2,"T"
"TRISTEN",2,2,"T"
"TICKNER",2,2,"T"
"TEJA",2,2,"T"
"TRAIL",2,2,"T"
"TRIPLER",2,2,"T"
"TRETHEWAY",2,2,"T"
"TRUS",2,2,"T"
"TAVILLA",2,2,"T"
"TUPY",1,1,"T"
"TOMEI",1,1,"T"
"TO",1,1,"T"
"TANG",1,1,"T"
"TINA",1,1,"T"
"TERRY",1,1,"T"
"TERESA",1,1,"T"
"THADDEUS",1,1,"T"
"TURTLE",1,1,"T"
"TRF",1,1,"T"
"TONI",1,1,"T"
"THERESA",1,1,"T"
"TREANOR",1,1,"T"
"THEVE",1,1,"T"
"TUCKER",1,1,"T"
"TRADING",1,1,"T"
"THORNTON",1,1,"T"
"TRUSTERE",1,1,"T"
"TOVES",1,1,"T"
"TUSCHICK",1,1,"T"
"THERA",1,1,"T"
"TMG",1,1,"T"
"TESCHNER",1,1,"T"
"TONNER",1,1,"T"
"TREMBLE",1,1,"T"
"TOWNSEND",1,1,"T"
"TOOD",1,1,"T"
"TIERNEY",1,1,"T"
"TANGNEY",1,1,"T"
"TENNEY",1,1,"T"
"THRU",1,1,"T"
"TROY",1,1,"T"
"TOBIAS",1,1,"T"
"US",23,23,"U"
"UTILITY",5,5,"U"
"UNKNOWN",1,1,"U"
"VIEW",9,9,"V"
"VILA",5,5,"V"
"VAN",3,3,"V"
"VIRGINIA",2,2,"V"
"VITA",2,2,"V"
"VENTURES",1,1,"V"
"VANKO",1,1,"V"
"VACATIONS",1,1,"V"
"VARGOSHE",1,1,"V"
"VERCELLI",1,1,"V"
"VANSCIVER",1,1,"V"
"VISCEGLIA",1,1,"V"
"VACANCY",1,1,"V"
"VAILL",1,1,"V"
"VASHTI",1,1,"V"
"VALENTINE",1,1,"V"
"VERA",1,1,"V"
"VOORHEES",1,1,"V"
"VINCENTJ",1,1,"V"
"VINCENT",1,1,"V"
"VANDER",1,1,"V"
"VEER",1,1,"V"
"VONN",1,1,"V"
"VALERIE",1,1,"V"
"VEST",1,1,"V"
"WILLIAM",26,26,"W"
"WILDLIFE",21,21,"W"
"WILSON",6,6,"W"
"WILLIS",5,5,"W"
"WADSWORTH",5,5,"W"
"WENDY",5,5,"W"
"WOHL",4,4,"W"
"WALSH",3,3,"W"
"WENDLER",3,3,"W"
"WALLEN",2,2,"W"
"WHITTEN",2,2,"W"
"WILLIAMS",2,2,"W"
"WAY",2,2,"W"
"WESTON",2,2,"W"
"WINTERS",2,2,"W"
"WAS",2,2,"W"
"WEST",1,1,"W"
"WATERFRONT",1,1,"W"
"WORTH",1,1,"W"
"WAYNE",1,1,"W"
"WARD",1,1,"W"
"WHITEFORD",1,1,"W"
"WOODEN",1,1,"W"
"WINDMILL",1,1,"W"
"WHITE",1,1,"W"
"WARDENS",1,1,"W"
"WOOD",1,1,"W"
"WITH",1,1,"W"
"WINDHOVER",1,1,"W"
"WAVES",1,1,"W"
"WAGENSEIL",1,1,"W"
"WILKES",1,1,"W"
"WELD",1,1,"W"
"WHITAKER",1,1,"W"
"WARFEL",1,1,"W"
"WHITRIGHT",1,1,"W"
"WINDS",1,1,"W"
"WALKEN",1,1,"W"
"WALKIN",1,1,"W"
"WHITESTONE",1,1,"W"
"WIND",1,1,"W"
"WHEELER",1,1,"W"
"WARREN",1,1,"W"
"WOLKOFF",1,1,"W"
"WANG",1,1,"W"
"WINFIELD",1,1,"W"
"WBI",1,1,"W"
"WALTER",1,1,"W"
"WAGNER",1,1,"W"
"WEIK",1,1,"W"
"WALDIN",1,1,"W"
"WAMPLER",1,1,"W"
"YOUNG",1,1,"Y"
"YACHT",1,1,"Y"
"YANN",1,1,"Y"
"YEH",1,1,"Y"
"YODER",1,1,"Y"
"ZEITZ",1,1,"Z"
"ZAUN",1,1,"Z"
"ZIEGLER",1,1,"Z"
"ZETTELL",1,1,"Z"
"ZOELLNER",1,1,"Z"
